model,N,M,workers,alg,init-mstime,insert-num,remove-num,mstime,V*,V+,S,tag,batch-repeat,assert,date
er-1m-8m,1000000,8000000,1,13,854.773811,100000,0,120.403742,39510,62720,631097,53556,5,-1,2021-09-28.00:10:53
ba-1m-8m,1000000,7999964,1,2,637.983704,100000,0,1229.250953,22169,111826,1856147,0,-1,-1,2021-09-28.00:46:16
er-1m-8m,1000000,8000000,1,2,930.254686,100000,0,332.385167,39510,55197,664169,0,-1,-1,2021-09-28.00:47:20
ba-1m-8m,1000000,7999964,1,3,546.587161,0,100000,35.315222,22169,0,155486,22169,-1,-1,2021-09-28.00:53:15
er-1m-8m,1000000,8000000,1,3,867.225219,0,100000,39.373466,39510,0,435368,39510,-1,-1,2021-09-28.00:54:05
ba-1m-8m,1000000,7999964,1,2,630.573398,0,100000,259.885342,22169,0,310972,0,-1,-1,2021-09-28.00:59:30
er-1m-8m,1000000,8000000,1,2,929.752619,0,100000,380.253833,39510,0,870736,0,-1,-1,2021-09-28.01:00:34
ba-1m-8m,1000000,7999964,1,3,554.847678,100000,0,158.449701,22169,166722,1856147,358468,-1,-1,2021-09-28.01:06:29
er-1m-8m,1000000,8000000,1,3,861.898026,100000,0,83.06243,39510,66758,664169,434218,-1,-1,2021-09-28.01:07:18
ba-1m-8m,1000000,7999964,1,13,551.016973,100000,0,232.580334,22169,156375,1711731,104530,4,-1,2021-09-28.01:12:34
er-1m-8m,1000000,8000000,1,13,858.027492,100000,0,119.750232,39510,62720,631097,53556,5,-1,2021-09-28.01:13:24
ba-1m-8m,1000000,7999964,1,2,634.635078,100000,0,1226.304356,22169,111826,1856147,0,-1,-1,2021-09-28.01:48:47
er-1m-8m,1000000,8000000,1,2,925.592911,100000,0,329.663533,39510,55197,664169,0,-1,-1,2021-09-28.01:49:51
ba-1m-8m,1000000,7999964,1,3,546.853345,0,100000,35.02406,22169,0,155486,22169,-1,-1,2021-09-28.01:55:46
er-1m-8m,1000000,8000000,1,3,862.70611,0,100000,39.336076,39510,0,435368,39510,-1,-1,2021-09-28.01:56:36
ba-1m-8m,1000000,7999964,1,2,633.479931,0,100000,259.328143,22169,0,310972,0,-1,-1,2021-09-28.02:02:00
er-1m-8m,1000000,8000000,1,2,929.334284,0,100000,380.106643,39510,0,870736,0,-1,-1,2021-09-28.02:03:04
ba-1m-8m,1000000,7999964,1,3,552.104756,100000,0,158.65945,22169,166722,1856147,358468,-1,-1,2021-09-28.02:08:59
er-1m-8m,1000000,8000000,1,3,861.24312,100000,0,83.707625,39510,66758,664169,434218,-1,-1,2021-09-28.02:09:48
ba-1m-8m,1000000,7999964,1,13,549.584933,100000,0,232.222361,22169,156375,1711731,104530,4,-1,2021-09-28.02:15:04
er-1m-8m,1000000,8000000,1,13,861.809405,100000,0,119.490837,39510,62720,631097,53556,5,-1,2021-09-28.02:15:54
ba-1m-8m,1000000,7999964,1,2,634.515086,100000,0,1232.85364,22169,111826,1856147,0,-1,-1,2021-09-28.02:51:17
er-1m-8m,1000000,8000000,1,2,930.316627,100000,0,330.265614,39510,55197,664169,0,-1,-1,2021-09-28.02:52:21
ba-1m-8m,1000000,7999964,1,3,542.405841,0,100000,34.742048,22169,0,155486,22169,-1,-1,2021-09-28.02:58:16
er-1m-8m,1000000,8000000,1,3,864.396413,0,100000,39.359481,39510,0,435368,39510,-1,-1,2021-09-28.02:59:06
ba-1m-8m,1000000,7999964,1,2,631.770348,0,100000,259.098931,22169,0,310972,0,-1,-1,2021-09-28.03:04:30
er-1m-8m,1000000,8000000,1,2,929.968782,0,100000,383.15942,39510,0,870736,0,-1,-1,2021-09-28.03:05:35
ba-1m-8m,1000000,7999964,1,3,553.255099,100000,0,158.738423,22169,166722,1856147,358468,-1,-1,2021-09-28.03:11:29
er-1m-8m,1000000,8000000,1,3,855.018645,100000,0,83.131006,39510,66758,664169,434218,-1,-1,2021-09-28.03:12:19
ba-1m-8m,1000000,7999964,1,13,550.135855,100000,0,231.861645,22169,156375,1711731,104530,4,-1,2021-09-28.03:17:35
er-1m-8m,1000000,8000000,1,13,860.525701,100000,0,119.900055,39510,62720,631097,53556,5,-1,2021-09-28.03:18:25
ba-1m-8m,1000000,7999964,1,2,629.658928,100000,0,1222.248448,22169,111826,1856147,0,-1,-1,2021-09-28.03:53:48
